pair_id,skill,old_description,new_description,has_gt_anchor,gt_anchor_name,gt_anchor_canonical,gt_anchor_score
552,Advanced recruitment reporting,"Requires skills in creating comprehensive data-driven reports on recruitment status, costs, and efficiency for upper management review.","Capability to apply Advanced recruitment reporting in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
552,Database management (ATS/CRM systems),Missing technical ability to optimize candidate databases or ATS/CRM tools for streamlined tracking and faster hiring workflows.,"Capability to apply Database management (ATS/CRM systems) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
66,AWS Glue,Designing and optimizing scalable ETL/ELT pipelines and Spark-based workflows within AWS cloud environments.,"Capability to apply AWS Glue in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
66,EC2,Deploying and managing scalable compute instances to support data engineering infrastructure and processing tasks.,"Capability to apply EC2 in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
66,VPC,Configuring isolated network architectures to secure data pipelines and cloud infrastructure from unauthorized access.,"Capability to apply VPC in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
66,ECS/EKS,Managing and orchestrating containerized data applications using Amazon's container service or managed Kubernetes clusters.,"Capability to apply ECS and EKS in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
66,IAM,Implementing robust access controls and security policies to protect sensitive data and cloud infrastructure resources.,"Capability to apply IAM in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
67,Java,Proficiency in Java for building high-performance system-level applications and control system modules as per requirements.,"Capability to apply Java in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Amdahl's Law Application.",True,Amdahl's Law Application,Amdahl's Law Application,1.0
67,multithreading,Ability to implement multithreading for efficient concurrent execution and synchronization within complex system software.,"Capability to apply multithreading in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Amdahl's Law Application.",True,Amdahl's Law Application,Amdahl's Law Application,1.0
67,parallel processing,Competency in parallel processing to optimize performance and execute mathematical models for system analysis.,"Capability to apply parallel processing in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Amdahl's Law Application.",True,Amdahl's Law Application,Amdahl's Law Application,1.0
67,CAN,Practical knowledge of the CAN protocol for reliable hardware-software communication in embedded control systems.,"Capability to apply CAN in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Amdahl's Law Application.",True,Amdahl's Law Application,Amdahl's Law Application,1.0
67,Ethernet,Skills in Ethernet protocol implementation and socket programming for networking hardware/software communication modules.,"Capability to apply Ethernet in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Amdahl's Law Application.",True,Amdahl's Law Application,Amdahl's Law Application,1.0
67,IPCore,Experience deploying IPCore on hardware platforms to develop and optimize high-performance system-level features.,"Capability to apply IPCore in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Amdahl's Law Application.",True,Amdahl's Law Application,Amdahl's Law Application,1.0
67,FPGA,Proficiency in using FPGA platforms to implement and test hardware-level control logic and system modules.,"Capability to apply FPGA in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Amdahl's Law Application.",True,Amdahl's Law Application,Amdahl's Law Application,1.0
560,Tax laws,"Need to master Vietnamese tax regulations to accurately manage VAT, CIT, and ensure legal invoice compliance.","Capability to apply Tax laws in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Accounting Software Proficiency.",True,Accounting Software Proficiency,Accounting Software Proficiency,1.0
560,Fast accounting software,"Requires proficiency in Fast accounting software to process multi-industry transactions, asset tracking, and monthly financial reporting.","Capability to apply Fast accounting software in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytical Techniques Application.",True,Analytical Techniques Application,Analytical Techniques Application,1.0
560,Non-Resident Enterprise Income Tax (NDIT) knowledge,Lacks specialized knowledge in NDIT declarations required for managing tax obligations related to transactions with Japanese business partners.,"Capability to apply Non-Resident Enterprise Income Tax (NDIT) knowledge in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Accounting Software Proficiency.",True,Accounting Software Proficiency,Accounting Software Proficiency,1.0
595,AI (Azure OpenAI and GenAI),Lack of experience integrating generative AI and Azure OpenAI services into cloud-based full-stack applications.,"Capability to apply AI (Azure OpenAI and GenAI) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
595,"Public cloud (Azure, AWS)",Missing proficiency in deploying and managing Java/React applications on Azure or AWS public cloud infrastructures.,"Capability to apply Public cloud (Azure, AWS) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
595,Google Cloud,Absence of experience developing and maintaining applications within the Google Cloud Platform environment for cloud domain projects.,"Capability to apply Google Cloud in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
611,PostgreSQL,Lacks proficiency in managing and configuring PostgreSQL databases for core trading systems and enterprise data exploitation tasks.,"Capability to apply PostgreSQL in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
611,SQL statements optimization,Needs experience fine-tuning complex SQL queries to ensure high-performance data retrieval and application troubleshooting in production environments.,"Capability to apply SQL statements optimization in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Critical Thinking.",True,Critical Thinking,Applying Critical Thinking to Solve Practical Problems,1.0
70,deploying local and remote notifications,Missing experience in configuring and managing local and push notifications for iOS and Android within the Expo ecosystem.,"Capability to apply deploying local and remote notifications in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
70,implementing in-app purchases,Lacks competency in integrating digital payment systems and handling subscription workflows for App Store and Google Play services.,"Capability to apply implementing in-app purchases in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
70,"application quality management and release processes (App Store / Google Play, etc.)","Requires knowledge of managing app store submissions, compliance guidelines, and the full production release cycle for mobile apps.","Capability to apply application quality management and release processes (App Store / Google Play, etc.) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
70,"test code writing experience (Jest / React Native Testing Library, etc.)",Needs proficiency in writing automated unit and integration tests for React Native components to ensure stable application releases.,"Capability to apply test code writing experience (Jest / React Native Testing Library, etc.) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Mobile Application Development.",True,Mobile Application Development,Mobile Application Development,1.0
70,Biome,Missing familiarity with Biome for high-performance linting and formatting within a modern TypeScript-based mobile development environment.,"Capability to apply Biome in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
753,Design Tokens,Requires expertise in implementing design tokens to maintain consistency and scalability within complex design systems.,"Capability to apply Design Tokens in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
753,Heuristic Evaluation,Needs proficiency in auditing interfaces against usability principles to ensure intuitive and consistent user experiences.,"Capability to apply Heuristic Evaluation in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
753,A/B Testing,Missing the ability to design and run comparative tests to validate design solutions using data-driven insights.,"Capability to apply A B Testing in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Team Collaboration Skills.",True,Team Collaboration Skills,Team Collaboration Skills,1.0
753,AI Copilot Studio,Lacks familiarity with AI Copilot Studio to streamline design workflows and integrate AI-powered productivity tools.,"Capability to apply AI Copilot Studio in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
72,C#,Proficiency in designing and developing automated test scripts using the C# programming language for software quality assurance.,"Capability to apply C# in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
72,Playwright,Competency in building and maintaining automated UI test frameworks using Playwright to ensure web application reliability.,"Capability to apply Playwright in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Automated Testing Techniques.",True,Automated Testing Techniques,Automated Testing Techniques,1.0
72,performance testing techniques and tools,"Expertise in applying performance testing methodologies and tools to evaluate application speed, stability, and reliability under load.","Capability to apply performance testing techniques and tools in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Team Collaboration Skills.",True,Team Collaboration Skills,Team Collaboration Skills,1.0
754,personal income tax laws,Lacks knowledge of personal income tax regulations required to accurately calculate payroll deductions and ensure statutory compliance for employees.,"Capability to apply personal income tax laws in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Export and Import Taxes.",True,Export and Import Taxes,Export and Import Taxes,1.0
68,customer onboarding,"Architecture expertise for designing seamless, secure digital account opening and identity verification processes for APAC clients.","Capability to apply customer onboarding in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,loans,Proficiency in architecting end-to-end lending solutions and modernization of legacy loan processing systems within core banking.,"Capability to apply loans in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,compliance,Ability to integrate mandatory financial regulatory checks and automated compliance monitoring into enterprise solution designs.,"Capability to apply compliance in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,GCP,Experience designing and migrating financial workloads to Google Cloud Platform to support regional digital transformation initiatives.,"Capability to apply GCP in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,AWS,"Technical expertise in leveraging Amazon Web Services to build scalable, secure, and resilient architectures for financial services.","Capability to apply AWS in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,Kubernetes,Skill in orchestrating containerized microservices to ensure performance and resilience in modernized financial system deployments.,"Capability to apply Kubernetes in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,data governance,"Competency in establishing frameworks for data quality, lifecycle management, and metadata within integrated financial data lakes.","Capability to apply data governance in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,security protocols,Proficiency in implementing robust encryption and authentication protocols to safeguard sensitive data in cloud-integrated financial solutions.,"Capability to apply security protocols in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,"regulatory frameworks (MAS, GDPR, PCI-DSS)","Knowledge of designing systems that adhere to MAS, GDPR, and PCI-DSS standards for regional financial compliance.","Capability to apply regulatory frameworks (MAS, GDPR, PCI-DSS) in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,Oracle,Experience in architecting and optimizing enterprise-grade Oracle database solutions for core banking and financial system modernization.,"Capability to apply Oracle in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,MongoDB,"Expertise in integrating NoSQL document databases to support flexible, high-performance data storage for modern financial applications.","Capability to apply MongoDB in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,Cassandra,Proficiency in managing distributed NoSQL databases for high-availability financial transaction processing and large-scale data ingestion.,"Capability to apply Cassandra in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
68,MySQL,"Skill in designing and maintaining scalable, open-source relational database architectures for financial service applications and platforms.","Capability to apply MySQL in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
74,Fast accounting software,"Proficiency in using Fast software to manage construction project costs, financial reporting, and tax compliance as per job requirements.","Capability to apply Fast accounting software in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analytical Techniques Application.",True,Analytical Techniques Application,Analytical Techniques Application,1.0
71,reactive programming,"Mastery of event-driven streams for responsive iOS and Flutter apps, focusing on asynchronous data flow and state management.","Capability to apply reactive programming in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
71,UI testing,Ability to implement automated interface tests ensuring mobile components perform reliably across diverse user scenarios and devices.,"Capability to apply UI testing in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
71,modern mobile development landscape,"In-depth understanding of current tools, trends, and architectural best practices in the evolving mobile and iOS ecosystem.","Capability to apply modern mobile development landscape in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
71,Golang,Technical proficiency in Go to effectively collaborate with and contribute to the existing backend microservice architecture.,"Capability to apply Golang in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
71,Microservices,"Experience navigating domain-oriented, event-driven service architectures to integrate mobile platforms with scalable backend systems.","Capability to apply Microservices in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
71,DevOps culture,"Embracing ownership of the full software lifecycle, from design and CI/CD to operating and monitoring services.","Capability to apply DevOps culture in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Code Execution.",True,Code Execution,Code Execution,1.0
75,Financial models,Develop competency in building and using financial models to support project reconciliation and business planning for clients.,"Capability to apply Financial models in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Binary Option Pricing.",True,Binary Option Pricing,Binary Option Pricing,1.0
75,Media coordination,Master coordinating between media teams and clients to ensure campaign deliverables meet requirements and project timelines.,"Capability to apply Media coordination in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Binary Option Pricing.",True,Binary Option Pricing,Binary Option Pricing,1.0
75,Profit margin management,Learn to monitor project execution and financial reconciliations to maintain target profit margins throughout the account lifecycle.,"Capability to apply Profit margin management in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Binary Option Pricing.",True,Binary Option Pricing,Binary Option Pricing,1.0
73,Vue.js,Proficiency in Vue.js framework is required to complement React expertise for diverse front-end development tasks.,"Capability to apply Vue.js in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
73,Unit test using Jest,"Missing competency in writing automated unit tests with Jest to ensure high-quality, reliable front-end code.","Capability to apply Unit test using Jest in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
73,Next.js,Lack of experience with Next.js for server-side rendering and optimizing React application performance.,"Capability to apply Next.js in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
73,Performance-oriented development,"Gap in skills required to optimize front-end performance, ensuring fast load times and efficient resource usage.","Capability to apply Performance-oriented development in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Model-View-Controller (MVC) Model.",True,Model-View-Controller (MVC) Model,Model-View-Controller (MVC) Model,1.0
73,Back-end development,Deficiency in back-end programming knowledge needed to support full-stack collaboration and application architecture.,"Capability to apply Back-end development in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Model-View-Controller (MVC) Model.",True,Model-View-Controller (MVC) Model,Model-View-Controller (MVC) Model,1.0
73,AWS,Lack of experience using AWS cloud services for deploying and managing web applications effectively.,"Capability to apply AWS in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
73,Google Analytics,Missing skills in integrating Google Analytics to track user behavior and inform data-driven front-end improvements.,"Capability to apply Google Analytics in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
84,Next.js,"Proficiency in using Next.js to develop performant, server-side rendered frontend components for modern mobile-web applications.","Capability to apply Next.js in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
84,cross-browser compatibility,Ability to ensure consistent UI appearance and functionality across multiple web browsers and mobile platforms.,"Capability to apply cross-browser compatibility in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
84,.NET Core APIs,Basic understanding of C# and .NET Core to facilitate backend integration and support API-related development tasks.,"Capability to apply .NET Core APIs in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
79,Non-life Insurance Products,Proficiency in understanding and explaining diverse non-life insurance coverage options to potential clients and sales teams.,"Capability to apply Non-life Insurance Products in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Understand the basic theoretical knowledge about actuarial pricing.",True,Understand the basic theoretical knowledge about actuarial pricing,Understand the basic theoretical knowledge about actuarial pricing,1.0
79,Sales Agent Training,Ability to educate and develop sales agents on product knowledge and selling techniques to meet business objectives.,"Capability to apply Sales Agent Training in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Understand the basic theoretical knowledge about actuarial pricing.",True,Understand the basic theoretical knowledge about actuarial pricing,Understand the basic theoretical knowledge about actuarial pricing,1.0
79,Partner Relationship Management,Skill in cultivating and maintaining strategic alliances with banks and partners to drive higher sales productivity.,"Capability to apply Partner Relationship Management in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Understand the basic theoretical knowledge about actuarial pricing.",True,Understand the basic theoretical knowledge about actuarial pricing,Understand the basic theoretical knowledge about actuarial pricing,1.0
78,Go,"Proficiency in Go is required to develop clean, maintainable microservices for the core network solution's cloud-native platform.","Capability to apply Go in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
78,Kubernetes,Lacks experience designing and maintaining cloud-native services running on Kubernetes within a microservices-based environment.,"Capability to apply Kubernetes in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
78,Helm,Needs competency using Helm to package and deploy applications onto Kubernetes clusters as part of the cloud infrastructure.,"Capability to apply Helm in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
78,Kafka,Missing skills in implementing Kafka for distributed messaging and event streaming across the shared microservices architecture.,"Capability to apply Kafka in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
78,Cassandra,Requires experience with Cassandra to manage distributed database storage and high-availability requirements for the cloud platform.,"Capability to apply Cassandra in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
78,Zookeeper,Lacks knowledge of using Zookeeper for service coordination and configuration management within complex distributed environments.,"Capability to apply Zookeeper in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
78,Geode,"Needs familiarity with Apache Geode for high-performance, in-memory data management across the distributed cloud-native architecture.","Capability to apply Geode in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
78,Distributed systems,Missing expertise in solving complex technical problems and maintaining stability within large-scale distributed systems and architectures.,"Capability to apply Distributed systems in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
87,FMEA,Ability to perform Failure Mode and Effects Analysis to identify potential process failures and implement corrective quality actions.,"Capability to apply FMEA in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: System Analysis and Design Thinking.",True,System Analysis and Design Thinking,System Analysis and Design Thinking,1.0
87,project-management-tools-JIRA,"Experience using JIRA for tracking process audits, managing quality tasks, and reporting deviations within PQA project lifecycles.","Capability to apply project-management-tools-JIRA in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: System Analysis and Design Thinking.",True,System Analysis and Design Thinking,System Analysis and Design Thinking,1.0
90,Python,Lacks experience using Python for project management and development support when communicating between Japanese clients and engineering teams.,"Capability to apply Python in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Data Representation.",True,Data Representation,Data Representation,1.0
90,WordPress,Missing technical competency in WordPress CMS to effectively translate requirements and manage web development projects for Japanese stakeholders.,"Capability to apply WordPress in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Data Representation.",True,Data Representation,Data Representation,1.0
90,Docker,Absence of proficiency in Docker infrastructure required to support development environments and bridge-related technical coordination within IT projects.,"Capability to apply Docker in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Data Representation.",True,Data Representation,Data Representation,1.0
85,big data technology,Proficiency in processing large-scale datasets for ride-hailing and food delivery vertical analytics.,"Capability to apply big data technology in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
85,NLP,Experience implementing Natural Language Processing models to extract insights from text-based customer interactions and data.,"Capability to apply NLP in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
85,LLM,Competency in deploying Large Language Models for advanced generative AI and text analysis within business workflows.,"Capability to apply LLM in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
85,VLM,Expertise in Vision Language Models for multimodal AI applications across diverse business and delivery services.,"Capability to apply VLM in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Classify problem-solving methods using search techniques.",True,Classify problem-solving methods using search techniques,Classify problem-solving methods using search techniques,1.0
98,cost management,Lacking proficiency in forecasting office expenses and managing project budgets as required for efficient administrative operations and reporting.,"Capability to apply cost management in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Data Processing Skills.",True,Data Processing Skills,Data Processing Skills,1.0
102,Redmine,"Lacks experience using Redmine for tracking project progress, schedules, and quality issues within the software development lifecycle.","Capability to apply Redmine in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
102,Chrome DevTools,Requires proficiency in Chrome DevTools for debugging web applications and performing technical frontend quality assurance checks.,"Capability to apply Chrome DevTools in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
102,Selenium,Needs experience implementing and operating automated testing for web applications using Selenium to enhance project quality assurance.,"Capability to apply Selenium in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
102,Appium,Lacks the ability to implement automated testing for mobile applications on iOS and Android using the Appium framework.,"Capability to apply Appium in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
95,ERP system experience,Lacks proficiency in using internal ERP software to manage client accounting tasks and update project statuses efficiently.,"Capability to apply ERP system experience in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Analyzing Tax Policies.",True,Analyzing Tax Policies,Analyzing Tax Policies,1.0
95,Corporate Income Tax (CIT) settlement,Missing the ability to finalize annual CIT settlements and ensure regulatory compliance for diverse SME client portfolios.,"Capability to apply Corporate Income Tax (CIT) settlement in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Export and Import Taxes.",True,Export and Import Taxes,Export and Import Taxes,1.0
94,WordPress,Expertise in WordPress CMS is required to develop and manage websites for Japanese clients effectively.,"Capability to apply WordPress in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
94,Docker,Proficiency in Docker is missing for managing containerized development environments and ensuring smooth application deployment.,"Capability to apply Docker in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: E-commerce Website Development.",True,E-commerce Website Development,E-commerce Website Development,1.0
94,Website development,"Lacks comprehensive skills in website development using HTML, PHP, and CSS to deliver end-to-end technical solutions.","Capability to apply Website development in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Model-View-Controller (MVC) Model.",True,Model-View-Controller (MVC) Model,Model-View-Controller (MVC) Model,1.0
106,Google Cloud Deployment Manager,Missing ability to automate GCP resource provisioning using native infrastructure-as-code templates for scalable and consistent cloud management.,"Capability to apply Google Cloud Deployment Manager in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Hadoop Model Explanation.",True,Hadoop Model Explanation,Hadoop Model Explanation,1.0
106,Cloud SDK,Lacks proficiency in utilizing command-line tools to interact with Google Cloud services and automate infrastructure management workflows.,"Capability to apply Cloud SDK in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Hadoop Model Explanation.",True,Hadoop Model Explanation,Hadoop Model Explanation,1.0
106,Python,Missing scripting expertise required to automate cloud administration tasks and develop custom tools for infrastructure optimization and management.,"Capability to apply Python in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
106,Go,Lacks programming competency in Go for building high-performance cloud-native tools and managing complex infrastructure components on GCP.,"Capability to apply Go in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
103,GCP,Competency in designing and operating database services like BigQuery within the Google Cloud Platform environment.,"Capability to apply GCP in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
103,Azure,Experience in building and managing database infrastructures specifically within the Microsoft Azure public cloud ecosystem.,"Capability to apply Azure in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
103,MariaDB,Skills in SQL development and database administration for MariaDB to support robust data engineering operations.,"Capability to apply MariaDB in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
103,Oracle,"Proficiency in designing, building, and operating Oracle database systems, including cloud-hosted instances like Amazon RDS.","Capability to apply Oracle in practical job tasks with correct tools, standards, and outcomes. Related competency alignment: Cloud Service Analysis.",True,Cloud Service Analysis,Cloud Service Analysis,1.0
