pair_id,jd_id,gap_source,gap_count,identified_gaps,groundtruth_technical_gaps,gap_match_details,missed_gap_confusions,canonical_skill_count,canonical_skill_ids,canonical_skill_labels,gap_to_canonical_top1,truth_count,truth_courses,pred_top10,pred_top10_titles,overlap_top10,hit@1,hit@3,hit@5,hit@10
100,696fd8ceb166038a822e4791,groundtruth_dataset,5,SOAP; Flutter; Android; cloud services; background communication,SOAP; Flutter; Android; cloud services; background communication,<groundtruth_gap_source>,,15,db27b691e112b3f3; 140f584ba1cbde2b; d7b10c723d1f8680; 5b79d0d574eedd09; 11a4a60b518bf249; bee590cd707e7172; 4fd034811c0b16b8; 9ca93b80b1781590; e24d9edc73f9ca00; 81121f330a983b7f; a468720e1a5dc0cb; cc975e69d79a6f6f; 202e9d6c2400c7a8; 240cdb5244df2964; be7fabf75ae92e5d,"SOAP Service Development; Service-Oriented Architecture; Service-Oriented System Development; Figma; Python; JavaScript Programming; Mobile Application Development; Open Source Application Software; IoT Application Development; Cloud computing; Cloud Service Analysis; Cloud Concepts; Managing multimedia communication for businesses; Applying general communication skills; Classifying business communication forms, channels, and trends",SOAP -> db27b691e112b3f3:SOAP Service Development (0.8871); Flutter -> 5b79d0d574eedd09:Figma (0.8304); Android -> 4fd034811c0b16b8:Mobile Application Development (0.8547); cloud services -> 81121f330a983b7f:Cloud computing (0.9562); background communication -> 202e9d6c2400c7a8:Managing multimedia communication for businesses (0.8736),1,CNTT1167,CNTT1190; NNTM1159; CNTT1167; TIKT1135; CNTT1157; CNTT1154; CNTT1117; CNTT11105; CNTT1186; CNTT1165,Service Oriented Software Development; Business Communication – in English; Cloud Computing; Development of Open Source Software and Applications; Mobile Applications Development; Internet of Things; System Analysis and Design; Cryptography and Information Security; Advanced Technologies in Information and Communication Technology; Web Design,CNTT1167,0.0,1.0,1.0,1.0
102,696380c657a0f8cfb910e928,groundtruth_dataset,4,Redmine; Chrome DevTools; Selenium; Appium,Redmine; Chrome DevTools; Selenium; Appium,<groundtruth_gap_source>,,12,a49300053b0211fe; 17b8c34a79e001bc; 64ed9d11d5a107c3; 19034ff2846dd635; 168548022551fcd0; f88313c4e8cfe4de; 0b6c9f6036708bf7; abadc21dad829061; 41de0116bb2584cf; 5b79d0d574eedd09; 4058cde8164a60ce; 710ea6b3deecb364,Project Management Application; Content management systems; Model Management Understanding; Visual Studio Code; Mastering web development tools; Web Development Tools; Web Testing Techniques; Manage and Exploit Websites; Eclipse IDE; Figma; Application Testing Techniques; Testing Techniques Integration,Redmine -> a49300053b0211fe:Project Management Application (0.8555); Chrome DevTools -> 19034ff2846dd635:Visual Studio Code (0.8953); Selenium -> 0b6c9f6036708bf7:Web Testing Techniques (0.8428); Appium -> 5b79d0d574eedd09:Figma (0.8065),3,CNTT1188; TIKT1134; CNTT1119,TIKT1135; CNTT1165; CNTT1180; QTKD1118; TIKT1134; KTKI1109; TIKT1132; CNTT1188; CNTT1117; TNDC1126,Development of Open Source Software and Applications; Web Design; Python Programming; Project Execution Management; Web Applications Development; Financial Auditing 2; Online Marketing; Web Programming; System Analysis and Design; Principles of Land Administration,TIKT1134; CNTT1188,0.0,0.0,1.0,1.0
103,695cc1491fa95d1eeecca0c8,groundtruth_dataset,6,GCP; Azure; MariaDB; Oracle; Change management; Performance tuning,GCP; Azure; MariaDB; Oracle; Change management; Performance tuning,<groundtruth_gap_source>,,14,cc975e69d79a6f6f; 81121f330a983b7f; 70f0d3e18d498cc9; b160bc1ca65d65b1; 4611994bd0ab71de; ed346bb14786b438; 51b0b40bc3390545; 79c41baebfebd6a5; 7be96c1162c0c7bc; 50093a2afaf8b71b; 035faf1a2ab69e7c; 84933d3097e0c31a; 9aae78751eb7d681; 9e47f47ee32f5026,Cloud Concepts; Cloud computing; Google Colab; Cloud Computing Fundamentals; MySQL Database Management System; Microsoft SQL Server; Database Management Systems; SQL Server; Change Management; Recognizing the necessity and contents of managing and leading change; Understanding basic concepts of enterprise change and development; Algorithm Performance; Query Optimization; Performance Measurement,GCP -> cc975e69d79a6f6f:Cloud Concepts (0.8816); Azure -> 81121f330a983b7f:Cloud computing (0.8839); MariaDB -> 4611994bd0ab71de:MySQL Database Management System (0.9176); Oracle -> 79c41baebfebd6a5:SQL Server (0.9080); Change management -> 7be96c1162c0c7bc:Change Management (0.9949); Performance tuning -> 84933d3097e0c31a:Algorithm Performance (0.8541),2,TKkD1127; CNTT1167,QTTH1128; CNTT1186; QLKT1128; TIHT1101; CNTT1167; CNTT1180; CNTT1152; TIKT1135; CNTT1133; QTKD1133,Enterprise development and change; Advanced Technologies in Information and Communication Technology; Managing Change; Data Structures and Algorithms; Cloud Computing; Python Programming; Database Management Systems; Development of Open Source Software and Applications; Application Programming; Supply Chain Management,CNTT1167,0.0,0.0,1.0,1.0
106,696380c657a0f8cfb910e929,groundtruth_dataset,4,Google Cloud Deployment Manager; Cloud SDK; Python; Go,Google Cloud Deployment Manager; Cloud SDK; Python; Go,<groundtruth_gap_source>,,12,55dcfba3a15e9371; 70f0d3e18d498cc9; 4b8eca6ed9475d18; cc975e69d79a6f6f; 81121f330a983b7f; a468720e1a5dc0cb; 11a4a60b518bf249; c44d9221d54651ad; abf415901e538ca7; 454349e422f05297; 79ff3383edd2e8dd; 34107c894ddfd639,Deploying and managing web applications; Google Colab; Service Management; Cloud Concepts; Cloud computing; Cloud Service Analysis; Python; Python Programming; Python Programming Language; R; Open source programming languages; Search Functionality Programming,Google Cloud Deployment Manager -> 55dcfba3a15e9371:Deploying and managing web applications (0.8413); Cloud SDK -> cc975e69d79a6f6f:Cloud Concepts (0.8670); Python -> 11a4a60b518bf249:Python (1.0000); Go -> 454349e422f05297:R (0.8056),2,CNTT1167; CNTT1180,TIKT1135; CNTT1167; TIKT1134; CNTT11105; CNTT1180; MKMA1164; TOTC1108; CNTT1186; CNTT1133; CNTT1177,Development of Open Source Software and Applications; Cloud Computing; Web Applications Development; Cryptography and Information Security; Python Programming; Product Management; The models for analyzing and evaluating the financial assets 1; Advanced Technologies in Information and Communication Technology; Application Programming; Machine Learning,CNTT1167; CNTT1180,0.0,1.0,1.0,1.0
108,69526bd3b27a39886f08ad22,groundtruth_dataset,3,unit tests; test automation; AI development,unit tests; test automation; AI development,<groundtruth_gap_source>,,8,d1deb4fdfb721e44; 710ea6b3deecb364; 67d3c5574f107aa2; 7209ac90fac75884; 91ec854c3fff68a5; 803b3eb2b6af0271; 50779cd6819806ac; 302e3da4908ab96e,Testing control procedures; Testing Techniques Integration; Audit Test Execution; Automated Testing Techniques; Software Testing Overview; Artificial intelligence; Research and develop AI applications; Model Building for AI Applications,unit tests -> d1deb4fdfb721e44:Testing control procedures (0.8497); test automation -> 7209ac90fac75884:Automated Testing Techniques (0.8889); AI development -> 803b3eb2b6af0271:Artificial intelligence (0.9215),2,CNTT1178; CNTT1140,KTKI1109; CNTT1178; CNTT1186; TIHT1123; KTKI 1116; CNTT1140; TIHT1104,Financial Auditing 2; Software Testing and Quality Assurance; Advanced Technologies in Information and Communication Technology; Application of Artificial Intelligence in Business and Management; Financial Audit Practice; Artificial Intelligence; Software Engineering,CNTT1178; CNTT1140,0.0,1.0,1.0,1.0
121,695cc2751fa95d1eeecca0cb,groundtruth_dataset,5,"Modern architectural styles (microservices, cloud-based, micro-kernel); Design patterns (SOLID, GoF, MVVM); CI/CD tools and practices; Oracle; MS SQL","Modern architectural styles (microservices, cloud-based, micro-kernel); Design patterns (SOLID, GoF, MVVM); CI/CD tools and practices; Oracle; MS SQL",<groundtruth_gap_source>,,13,f6fd46a207885909; 140f584ba1cbde2b; 81121f330a983b7f; 2c26ea23a1adea4b; 65a3aaef3877d176; b63593332cebe7ab; 5b38c92a1b9db958; 7d58e187d0938570; 035faf1a2ab69e7c; 79c41baebfebd6a5; ed346bb14786b438; 4611994bd0ab71de; 7fb492d807a274a9,Understanding the basics of architecture; Service-Oriented Architecture; Cloud computing; Object-Oriented Design; Software Design Fundamentals; Proficient Use of UML Design Tools; Version Control Systems; Testing Process Management; Understanding basic concepts of enterprise change and development; SQL Server; Microsoft SQL Server; MySQL Database Management System; SQL Server Management Studio,"Modern architectural styles (microservices, cloud-based, micro-kernel) -> f6fd46a207885909:Understanding the basics of architecture (0.8466); Design patterns (SOLID, GoF, MVVM) -> 2c26ea23a1adea4b:Object-Oriented Design (0.8673); CI/CD tools and practices -> 5b38c92a1b9db958:Version Control Systems (0.8539); Oracle -> 79c41baebfebd6a5:SQL Server (0.9080); MS SQL -> 79c41baebfebd6a5:SQL Server (0.9677)",5,CNTT1167; TIKT1124; CNTT1152; TIKT1130; CNTT1188,CNTT1152; TIKT1135; TIKT1133; CNTT1178; CNTT1186; CNTT1190; QTTH1128; TNBD1136; TIHT1104; CNTT1117,Database Management Systems; Development of Open Source Software and Applications; Unified Modeling Language; Software Testing and Quality Assurance; Advanced Technologies in Information and Communication Technology; Service Oriented Software Development; Enterprise development and change; Architecture; Software Engineering; System Analysis and Design,CNTT1152,1.0,1.0,1.0,1.0
125,695cc2761fa95d1eeecca0cc,groundtruth_dataset,2,secure coding practices; encryption standards,secure coding practices; encryption standards,<groundtruth_gap_source>,,6,c0656a06590b5361; a2ee80c016423270; 9483fcfd171f5daf; 9899f1fec6613468; f33ab0b6b6be7183; 6ea013dfbbf35318,Database Security Principles; Application Security Principles; Password Management in Code; AES; Cryptography Techniques; RSA Cryptosystem,secure coding practices -> c0656a06590b5361:Database Security Principles (0.8761); encryption standards -> 9899f1fec6613468:AES (0.9372),2,CNTT1197; CNTT1168,CNTT1199; CNTT1168; CNTT1197; TOCB1107; CNTT11105; CNTT1152,Software and Database Security; An toàn và bảo mật thông tin; Cybersecurity; Discrete Mathematics; Cryptography and Information Security; Database Management Systems,CNTT1168; CNTT1197,0.0,1.0,1.0,1.0
136,69651066b166038a822e42f3,groundtruth_dataset,1,English communication skills (average level),English communication skills (average level),<groundtruth_gap_source>,,3,1d3f58bad3e7e4dd; 0506d5a94b385354; 8b3f82a9920e6969,Basic English Communication; Basic English Proficiency; Language Proficiency,English communication skills (average level) -> 1d3f58bad3e7e4dd:Basic English Communication (0.9048),3,NNKC 1131; NNTM1176; NNTM1151,TMKQ1115; MKTT1143; LUCS1136,English for International Economics and Business; English for Public Relations; Drafting Legal Documents,,0.0,0.0,0.0,0.0
142,695283c0b27a39886f08ae47,groundtruth_dataset,1,Data Analysis for Facebook Ad Campaigns,Data Analysis for Facebook Ad Campaigns,<groundtruth_gap_source>,,3,467119c2e02e473b; e11bb3d7da37d647; cf74ce0e22303913,Data analysis; Marketing Analysis; Advertising Campaign Management,Data Analysis for Facebook Ad Campaigns -> 467119c2e02e473b:Data analysis (0.9106),2,TKKT1133; TKkD1127,TNDC1150; CNTT1180; DLLH1147; MKTT1112,Land using investment project assessment; Python Programming; Marketing Management for Hospitality and Tourism; Advertising Management,,0.0,0.0,0.0,0.0
149,6970992ab166038a822e47cc,groundtruth_dataset,5,Sketch; component; usability; accessibility; responsive design,Sketch; component; usability; accessibility; responsive design,<groundtruth_gap_source>,,14,5b79d0d574eedd09; 03c636e78ec15ab6; 4b663be5d1104d65; fbc6c1d4c3b6db8f; 0f896e61bb2e7633; 0f464bdbb1fda910; 661559a2e0ec9f17; 23a445aee758daed; d3285497b7c6cc8a; edc92882a411041f; fa39adb17cad35e0; 3e8f41784652266b; 40b314bff06261d1; 1772039f1bc9928d,"Figma; Reading architectural drawings; Map Creation and Editing; Modules; Component Identification; Analyzing project components; Adaptability; Translation Flexibility; Dynamic, flexible, and friendly team working ability; Responsive Web Design; Service Design and Implementation; Finding, processing, and using information appropriately; Interface Design; Web Application Design",Sketch -> 5b79d0d574eedd09:Figma (0.8623); component -> fbc6c1d4c3b6db8f:Modules (0.8463); usability -> 661559a2e0ec9f17:Adaptability (0.8379); accessibility -> edc92882a411041f:Responsive Web Design (0.8215); responsive design -> edc92882a411041f:Responsive Web Design (0.9410),1,CNTT1165,MTDt1106; NNTM1107; DTKT 1176; CNTT1188; MKMA1101; KTHT1105; TOkt1144; KTKI 1116; DLLH1154; DLLH1141,Hệ thống thông tin địa lý (Geographic Information System); Translation 1; Project Design; Web Programming; Consumer Behavior; Kiểm soát nội bộ; Optimization; Financial Audit Practice; Operation of Travel Service 3; Career development in Tourism and Travel industry,,0.0,0.0,0.0,0.0
152,6952858db27a39886f08ae5f,groundtruth_dataset,3,Corporate banking credit operations; Knowledge of CBRC rules; Commercial banking laws (MGA),Corporate banking credit operations; Knowledge of CBRC rules; Commercial banking laws (MGA),<groundtruth_gap_source>,,7,bed622c72ddf016b; ce22f37fe7c425ca; fcf035ac6e382ee8; a8c6e3a7760f164b; 2823aca7185a831f; 57c2ac07c9516f35; fff8358069104c3f,Banking Operations; Banking Operations Analysis; Banking Operations Legal Framework; Compliance with Rules and Regulations; Credit Policy Understanding; Banking Law Fundamentals; Financial Institutions Legal Status,Corporate banking credit operations -> bed622c72ddf016b:Banking Operations (0.9225); Knowledge of CBRC rules -> a8c6e3a7760f164b:Compliance with Rules and Regulations (0.8657); Commercial banking laws (MGA) -> fcf035ac6e382ee8:Banking Operations Legal Framework (0.8973),3,LUKD1187; NHTM 1121; NHTM 1111,LUKD1187; KTKI 1116; LUCS1129; LUCS1137; NHTM 1111; NNTM 1150; KTKE1110,Banking Law; Financial Audit Practice; Fundamentals of Law; Law on civil procedures; Commercial Banking 2; English for Banking and Finance – in English; Public Accounting 2,LUKD1187; NHTM 1111,1.0,1.0,1.0,1.0
153,695cc30b1fa95d1eeecca0ce,groundtruth_dataset,3,accessibility; security-by-design principles; Fluent in English (written and oral),accessibility; security-by-design principles; Fluent in English (written and oral),<groundtruth_gap_source>,,9,edc92882a411041f; fa39adb17cad35e0; 3e8f41784652266b; a2ee80c016423270; c0656a06590b5361; 0bcc7664f42fa9b3; abcdf5e513d4c5b6; 0506d5a94b385354; 1d3f58bad3e7e4dd,"Responsive Web Design; Service Design and Implementation; Finding, processing, and using information appropriately; Application Security Principles; Database Security Principles; Cloud Security Design Patterns; Speaking Ability; Basic English Proficiency; Basic English Communication",accessibility -> edc92882a411041f:Responsive Web Design (0.8215); security-by-design principles -> a2ee80c016423270:Application Security Principles (0.9247); Fluent in English (written and oral) -> abcdf5e513d4c5b6:Speaking Ability (0.8947),4,CNTT1165; NNKC 1131; NNTM1179; NNTM1176,CNTT1199; CNTT1198; TMKT1145; CNTT1152; NNKC 1131; NNTM1159; CNTT1165,Software and Database Security; Cloud Service Security; Business Logistics; Database Management Systems; English 1; Business Communication – in English; Web Design,NNKC 1131; CNTT1165,0.0,0.0,1.0,1.0
155,6965c64eb166038a822e4305,groundtruth_dataset,2,E-learning product knowledge; English proficiency (IELTS 5.5 or equivalent),E-learning product knowledge; English proficiency (IELTS 5.5 or equivalent),<groundtruth_gap_source>,,6,dc2bc70793079463; 47d60d831cff6377; 1ab60e2bbd39e02a; 8b3f82a9920e6969; 31b1877e92748b4a; 0506d5a94b385354,"Online Learning; Listen, understand, record, and follow lectures on similar topics; Self-learning skills for knowledge management; Language Proficiency; Legal English Proficiency; Basic English Proficiency",E-learning product knowledge -> dc2bc70793079463:Online Learning (0.8683); English proficiency (IELTS 5.5 or equivalent) -> 8b3f82a9920e6969:Language Proficiency (0.9069),2,NNTM1176; NNKC 1131,TMKQ1115; MKTT1143; LUCS1136; NNKC1126; NNTV1107; TIHT1122; LUKD1133,English for International Economics and Business; English for Public Relations; Drafting Legal Documents; Second Foreign Language (French 2); Vietnamese in Use; Knowledge Management; Skills on Formulation and Execution of Commercial Contracts,,0.0,0.0,0.0,0.0
156,697b1d2eb166038a822e4d50,groundtruth_dataset,1,Financial Analysis,Financial Analysis,<groundtruth_gap_source>,,3,6a6ebe8510ced07b; 7dab1349ff5de7ba; 2cf83fcbd09ccf46,Financial Analysis; Financial Analysis Methods; Financial Analysis Fundamentals,Financial Analysis -> 6a6ebe8510ced07b:Financial Analysis (1.0000),2,NHTC1108; KTHT1104,NHTC1103; DTKT 1111; TNKT1150; NHTC1108,Quản trị Tài chính trong du lịch và khách sạn; Investment Project Design and Management; Agribusiness Investment Project; Financial Analysis,NHTC1108,0.0,0.0,1.0,1.0
168,695cc6a61fa95d1eeecca0de,groundtruth_dataset,3,JavaScript; C#; Playwright,JavaScript; C#; Playwright,<groundtruth_gap_source>,,9,bee590cd707e7172; 5de4fde34b6cdb3f; ca6980df86daa02e; b27794974a29d825; 4b351a323634f057; 2f84c910ea74ba58; ee0902fbd881250a; d5deacdd34788a54; a5858cfd572ec358,JavaScript Programming; JavaScript Basics; Mastering web application technologies; ADO.NET Programming; Using C# programming language in Visual Studio; Visual Studio; Speech writing; PR writing skills; PR writing process,JavaScript -> bee590cd707e7172:JavaScript Programming (0.9323); C# -> b27794974a29d825:ADO.NET Programming (0.8934); Playwright -> ee0902fbd881250a:Speech writing (0.8402),2,TIHT1113; CNTT1165,MKTT1132; CNTT1133; TIHT1113; CNTT1165; TIKT1129,Writing skills for public relations; Application Programming; Development of Management Applications; Web Design; Electronic Commerce Systems,TIHT1113; CNTT1165,0.0,1.0,1.0,1.0
170,6965cf77b166038a822e4324,groundtruth_dataset,4,Legal consultation; Urban planning knowledge; Feng shui consultation; Real estate investment analysis,Legal consultation; Urban planning knowledge; Feng shui consultation; Real estate investment analysis,<groundtruth_gap_source>,,12,c82ca2cac26dcb03; 38803279f9545a90; 395f0da5c9147848; 64cf84b60c298dd2; 138698b39cc25bbf; ab1d6c6a065c4bc3; 9ac5fe62101447d0; 03c636e78ec15ab6; 3c9d11b7f81cae88; b6ee6a38c2cbc3ee; 4cea2bcf5bd6b1c0; 773ab1e7c991beec,Understanding Legal Consultation Concepts; Specialized Legal Consultation Skills; Legal Research; Urban Structure Planning; Theoretical Foundations of Urban and Regional Planning; Urban Construction Planning; Hotel Project Consultation; Reading architectural drawings; Customs Consultation Skills; Real estate market analysis; Real Estate Investment Theories; Technical analysis of real estate,Legal consultation -> c82ca2cac26dcb03:Understanding Legal Consultation Concepts (0.9256); Urban planning knowledge -> 64cf84b60c298dd2:Urban Structure Planning (0.9433); Feng shui consultation -> 9ac5fe62101447d0:Hotel Project Consultation (0.8383); Real estate investment analysis -> b6ee6a38c2cbc3ee:Real estate market analysis (0.9616),4,LUKD1193; TNBD1115; TNBD1137; MTDT1114,LUKD1193; MTDT1114; TNBD1138; TNBD1102; LUKD1182; TNBD1116; TNBD1136; DLKS1143; LUKD1110; TNBD1104,Legal Consulting Skills; Urban and Regional Planning; Urban and Rural Development Planning; Real Estate Finance and Investment; Viet Nam Customs Law; Real estate Management; Architecture; Hospitality Business Management; Law on Commerce 1; Real estate valuation 1,LUKD1193; MTDT1114,1.0,1.0,1.0,1.0
171,69709a36b166038a822e47dd,groundtruth_dataset,4,credit operations; risk management; appraisal; valuation,credit operations; risk management; appraisal; valuation,<groundtruth_gap_source>,,12,242e9e15af0aa617; d5cb99a045b2a05b; 604921f8deff2742; 47ac95fd8f8738cd; 9b6f3b844eba6df8; d2c60407bbda495f; d6c57f7a6ed5e3ae; c9eaccf864700b30; 1fc67c3010a7acc2; a79cc880c5121118; b2b6e7263f328c13; e679c7f9c59ec13d,Insurance Transactions; Credit Activities; Payment Systems; Risk Management; Risk Management Fundamentals; Risk Management Framework; Financial appraisal in decision-making; Self-assessment; Activity Evaluation; Solution Evaluation; Economic valuation; Financial Evaluation,credit operations -> 242e9e15af0aa617:Insurance Transactions (0.8850); risk management -> 47ac95fd8f8738cd:Risk Management (0.9690); appraisal -> d6c57f7a6ed5e3ae:Financial appraisal in decision-making (0.8647); valuation -> a79cc880c5121118:Solution Evaluation (0.9028),2,TOTC1120; TOTC1121,QTKD1133; BHKT1118; NHHLT1106; NHTC1112; TOTC1120; CNTT1137; BHKT1163; MTKT1104; TOCB1110; NNTM1166,Supply Chain Management; Insurance Principles; Ngân hàng Trung ương; Financial appraisal of investment projects; Quantitative risk management 1; Business Analysis; Risk Management in Insurance; Environmental economics and management; Mathematics for Economics; English – Reading Skills 4,TOTC1120,0.0,0.0,1.0,1.0
177,69709c09b166038a822e47e2,groundtruth_dataset,2,contracts negotiation; product promotion,contracts negotiation; product promotion,<groundtruth_gap_source>,,6,877cfa501371fa38; 6ecd2b8db8f7ee36; ac2dcf5e7671ab0d; ecc3a1999012b6fe; 0d2c92f3b31376cc; 72ced804799ffc30,Negotiation skills for contracts; Building Contracts; Contract Understanding; Sales Promotion Campaign Creation; Sales Promotion Implementation; Sales Promotion Terminology,contracts negotiation -> 877cfa501371fa38:Negotiation skills for contracts (0.9368); product promotion -> ecc3a1999012b6fe:Sales Promotion Campaign Creation (0.9234),2,DTKT1164; MKTT1145,MKTT1145; TNBD1135; DTKT1164,Sales Promotion; Real Estate Business 2; Contract Management,MKTT1145; DTKT1164,1.0,1.0,1.0,1.0
180,695cc6a61fa95d1eeecca0e0,groundtruth_dataset,3,MongoDB; Kubernetes; GO,MongoDB; Kubernetes; GO,<groundtruth_gap_source>,,9,cb62eba40b93615e; b53b7753437c5fbf; 4611994bd0ab71de; cc975e69d79a6f6f; 81121f330a983b7f; a468720e1a5dc0cb; 454349e422f05297; 11a4a60b518bf249; bee590cd707e7172,Designing applications with MongoDB; Using other NoSQL databases; MySQL Database Management System; Cloud Concepts; Cloud computing; Cloud Service Analysis; R; Python; JavaScript Programming,MongoDB -> cb62eba40b93615e:Designing applications with MongoDB (0.9266); Kubernetes -> cc975e69d79a6f6f:Cloud Concepts (0.8492); GO -> 454349e422f05297:R (0.8351),2,CNTT1175; CNTT1167,CNTT1175; CNTT1167; CNTT11105; CNTT1186; TIKT1135; TOTC1108; CNTT1165,Unstructured database; Cloud Computing; Cryptography and Information Security; Advanced Technologies in Information and Communication Technology; Development of Open Source Software and Applications; The models for analyzing and evaluating the financial assets 1; Web Design,CNTT1175; CNTT1167,1.0,1.0,1.0,1.0
181,69709c4eb166038a822e47e6,groundtruth_dataset,2,Logistics; Fulfillment services,Logistics; Fulfillment services,<groundtruth_gap_source>,,6,539bfd01324a5c98; 0137155e28826ce6; 5961a181bea2bb85; bf524fa43e27c8c9; 459e6de803b335ce; c6e4eaf6a7584088,Logistics Planning; Logistics Organization and Control; Logistics Analysis; Warehouse Management; Understanding logistics management tasks; Service Integration,Logistics -> 539bfd01324a5c98:Logistics Planning (0.9636); Fulfillment services -> bf524fa43e27c8c9:Warehouse Management (0.8933),3,TMKT1140; TMKT1145; TMKT1136,TMKT1151; TMKT1125; TMKT1145; MKMA1107,Logistics Planning and Control Systems; Principles of Logistics Management; Business Logistics; Services Marketing,TMKT1145,0.0,1.0,1.0,1.0
188,6952ad90b27a39886f08b059,groundtruth_dataset,2,Financial Analysis; Corporate accounting regulations,Financial Analysis; Corporate accounting regulations,<groundtruth_gap_source>,,6,6a6ebe8510ced07b; 7dab1349ff5de7ba; 2cf83fcbd09ccf46; 5ee63938affd3443; 0c33718e133ecfbd; 1b06f9717d6f60cf,Financial Analysis; Financial Analysis Methods; Financial Analysis Fundamentals; Corporate Regulations; Accounting Practices; Recognizing and applying generally accepted accounting principles (GAAP),Financial Analysis -> 6a6ebe8510ced07b:Financial Analysis (1.0000); Corporate accounting regulations -> 5ee63938affd3443:Corporate Regulations (0.8953),2,KHMA1125; LUKD1185,NHTC1103; LUKD1185; TMKT1141; KTKE1101; NHTC1108; DTKT 1111; TNKT1150,Quản trị Tài chính trong du lịch và khách sạn; Economic Law; Commercial Enterprise Management; Accounting Principles; Financial Analysis; Investment Project Design and Management; Agribusiness Investment Project,LUKD1185,0.0,1.0,1.0,1.0
195,697b1e91b166038a822e4d59,groundtruth_dataset,1,international payment methods,international payment methods,<groundtruth_gap_source>,,3,157c069f3ff234e1; c8240e1dc1cc211c; 88c114efcce87a55,International Payment Methods; Understanding international payment system; International Payment Instruments,international payment methods -> 157c069f3ff234e1:International Payment Methods (0.9819),1,NHQT1118,NHQT1118; NHQT1112,Payment and Credit in International Trade; International Payments,NHQT1118,1.0,1.0,1.0,1.0
197,6966a59eb166038a822e43ce,groundtruth_dataset,4,TikTok marketing; YouTube marketing; Technical analysis (TA); Financial analysis (FA),TikTok marketing; YouTube marketing; Technical analysis (TA); Financial analysis (FA),<groundtruth_gap_source>,,11,b798fae548740109; e789ef7ccb16723c; df20873c4b4d8cde; c280c1a79c57c35b; f5ad773d7e6c4f03; d4f3369453884786; 14043e42b8a18453; 773ab1e7c991beec; 6a6ebe8510ced07b; 7dab1349ff5de7ba; 2cf83fcbd09ccf46,Marketing Strategy; Marketing Channels; Marketing Strategies; Website and Social Media Management; Social media writing; Technical Analysis; Financial Market Analysis; Technical analysis of real estate; Financial Analysis; Financial Analysis Methods; Financial Analysis Fundamentals,TikTok marketing -> b798fae548740109:Marketing Strategy (0.8687); YouTube marketing -> c280c1a79c57c35b:Website and Social Media Management (0.8743); Technical analysis (TA) -> d4f3369453884786:Technical Analysis (0.9681); Financial analysis (FA) -> 6a6ebe8510ced07b:Financial Analysis (0.9426),3,TOTC1109; TIKT1132; MKBH1116,MKMA1112; NHTC1103; MKMA1164; MKTT1132; TOTC1109; TNBD1116; NHLT1104; NHLT1101; DLKS1131; NHTC1108,English for Marketing; Quản trị Tài chính trong du lịch và khách sạn; Product Management; Writing skills for public relations; The models for analyzing and evaluating the financial assets 2; Real estate Management; Essay on Monetary and Financial Theories; Monetary and Financial Theories 1; E-Tourism Business; Financial Analysis,TOTC1109,0.0,0.0,1.0,1.0
198,6970a53db166038a822e47f9,groundtruth_dataset,3,Real Estate Law; Labor Law; English proficiency,Real Estate Law; Labor Law; English proficiency,<groundtruth_gap_source>,,9,a3bca6e4b587f190; dbe4e6faa4df1d4c; a57599388c197994; c0b8dd63f02b15ff; 3e5cc34fe2a05213; aaa7d9a7ef82bb09; 8b3f82a9920e6969; 7f34693ff0d88209; 31b1877e92748b4a,Legal Procedures in Real Estate Development; Real Estate Terminology; Legal Compliance in Real Estate Business; Labor Relations; Labor Organization; Labour Standards; Language Proficiency; Speaking Proficiency; Legal English Proficiency,Real Estate Law -> a3bca6e4b587f190:Legal Procedures in Real Estate Development (0.9323); Labor Law -> c0b8dd63f02b15ff:Labor Relations (0.9599); English proficiency -> 8b3f82a9920e6969:Language Proficiency (0.9468),2,TNBD1133; LUKD1108,NLQT1116; TNBD1137; TMKQ1115; MKTT1143; LUCS1136; LUKD1133; TNKT1147; NNTM1178; NNTM1177; NNTM1176,Labour Organization and Standardization 2; Real Estate Development; English for International Economics and Business; English for Public Relations; Drafting Legal Documents; Skills on Formulation and Execution of Commercial Contracts; Ethics and Responsibility in Agricultural Business; English – Listening and Speaking skills 3; English – Listening and Speaking skills 2; English – Listening and Speaking skills 1,,0.0,0.0,0.0,0.0
201,697b1f1eb166038a822e4d5a,groundtruth_dataset,2,CAD/CAM software; cloud computing,CAD/CAM software; cloud computing,<groundtruth_gap_source>,,6,00c4a70843ae0138; 85c9a751575d8584; 55ee408c324c56a0; 81121f330a983b7f; b160bc1ca65d65b1; a468720e1a5dc0cb,Using software to manage projects; Practical Use of Specialized Software; Urban and Regional Planning Software; Cloud computing; Cloud Computing Fundamentals; Cloud Service Analysis,CAD/CAM software -> 00c4a70843ae0138:Using software to manage projects (0.8557); cloud computing -> 81121f330a983b7f:Cloud computing (0.9896),1,CNTT1167,DTKT1157; TOkt1110; CNTT1186; MTDT1114; CNTT1167; CNTT1198,Microsoft Project; Mathematical Statistics; Advanced Technologies in Information and Communication Technology; Urban and Regional Planning; Cloud Computing; Cloud Service Security,CNTT1167,0.0,0.0,1.0,1.0
